ALLSKY_SFC_SW_DWN,RH2M,WS2M,T2M,PRECTOTCORR
0.09,68.98,1.15,11.9,0.0
0.57,63.0,1.15,14.97,0.0
1.03,53.25,0.89,17.28,0.0
1.52,46.04,0.09,20.49,0.0
1.84,34.46,0.95,24.62,0.0
1.79,31.33,1.23,25.64,0.0
1.66,29.93,1.18,26.07,0.0
1.33,29.18,1.01,26.08,0.0
0.93,29.42,0.84,25.66,0.0
0.39,37.16,0.55,24.53,0.0
0.04,40.34,0.66,22.32,0.0
0.0,41.37,0.89,20.57,0.0
0.0,44.5,1.09,19.35,0.0
0.0,49.12,1.21,17.88,0.0
0.0,53.83,1.28,16.54,0.0
0.0,58.38,1.3,15.37,0.0
0.0,62.7,1.3,14.38,0.0
0.0,66.84,1.36,13.6,0.0
0.0,70.9,1.44,13.04,0.0
0.0,74.28,1.56,12.62,0.0
0.0,77.05,1.64,12.24,0.0
0.0,79.54,1.6,11.78,0.0
0.0,81.9,1.49,11.3,0.0
0.0,83.89,1.32,10.86,0.0
0.09,83.75,1.19,10.85,0.0
0.5,72.0,2.32,13.4,0.0
1.03,64.51,2.08,15.48,0.0
1.4,53.15,1.8,19.02,0.0
1.71,38.3,1.59,23.26,0.0
1.85,35.25,1.26,24.77,0.0
1.71,34.36,1.22,25.49,0.0
1.35,33.86,1.37,25.72,0.0
0.87,34.94,1.38,25.27,0.0
0.4,44.69,0.83,23.91,0.0
0.04,49.02,0.83,21.76,0.0
0.0,48.33,0.96,20.45,0.0
0.0,51.38,1.08,19.23,0.0
0.0,55.56,1.18,17.79,0.0
0.0,60.23,1.23,16.32,0.0
0.0,63.57,1.28,15.23,0.0
0.0,65.7,1.37,14.49,0.0
0.0,67.59,1.47,13.89,0.0
0.0,69.49,1.55,13.37,0.0
0.0,71.24,1.65,12.92,0.0
0.0,72.89,1.69,12.5,0.0
0.0,75.0,1.63,12.02,0.0
0.0,77.35,1.44,11.51,0.0
0.0,79.71,1.24,11.04,0.0
0.09,80.14,1.15,11.04,0.0
0.54,68.98,2.16,13.67,0.0
1.1,61.8,1.84,15.88,0.0
1.5,51.51,1.5,19.5,0.0
1.84,38.84,1.4,23.72,0.0
1.77,36.21,1.03,25.01,0.0
1.65,34.95,0.95,25.63,0.0
1.32,34.18,0.92,25.82,0.0
0.94,34.69,1.02,25.39,0.0
0.4,40.15,0.86,24.23,0.0
0.04,49.42,0.8,21.76,0.0
0.0,50.03,1.04,20.01,0.0
0.0,54.55,1.17,18.46,0.0
0.0,59.07,1.23,16.99,0.0
0.0,62.35,1.26,15.86,0.0
0.0,64.76,1.29,15.05,0.0
0.0,67.51,1.31,14.34,0.0
0.0,70.3,1.31,13.69,0.0
0.0,72.95,1.28,13.12,0.0
0.0,75.26,1.27,12.62,0.0
0.0,77.41,1.25,12.19,0.0
0.0,79.38,1.27,11.83,0.0
0.0,81.22,1.31,11.51,0.0
0.0,83.14,1.27,11.19,0.0
0.09,83.58,1.23,11.23,0.0
0.58,71.27,2.3,14.1,0.0
1.11,64.0,1.94,16.25,0.0
1.63,53.65,1.46,19.69,0.0
1.97,40.28,1.23,23.68,0.0
1.89,37.82,0.91,24.74,0.0
1.77,36.46,0.69,25.27,0.0
1.43,35.69,0.54,25.41,0.0
0.99,36.14,0.4,25.22,0.0
0.41,42.21,0.2,24.34,0.0
0.04,43.8,0.26,23.08,0.0
0.0,44.27,0.47,21.93,0.0
0.0,45.5,0.65,21.02,0.0
0.0,47.43,0.8,19.99,0.0
0.0,49.25,0.92,18.99,0.0
0.0,50.32,1.05,18.22,0.0
0.0,52.63,1.16,17.19,0.0
0.0,55.85,1.23,16.06,0.0
0.0,59.75,1.25,14.98,0.0
0.0,63.96,1.23,14.02,0.0
0.0,67.98,1.23,13.27,0.0
0.0,71.44,1.22,12.72,0.0
0.0,74.29,1.2,12.29,0.0
0.0,76.59,1.17,11.95,0.0
0.09,77.26,1.13,11.94,0.0
0.57,66.53,1.81,15.04,0.0
1.1,58.08,2.25,17.46,0.0
1.6,50.21,1.98,20.74,0.0
1.93,35.55,2.38,25.33,0.0
1.96,30.98,2.4,27.12,0.0
1.84,28.32,2.41,27.99,0.0
1.47,27.01,2.5,28.19,0.0
0.96,28.69,2.44,27.49,0.0
0.42,41.34,1.43,25.41,0.0
0.04,52.32,1.2,21.33,0.0
0.0,54.8,1.33,19.19,0.0
0.0,57.92,1.35,18.21,0.0
0.0,60.78,1.37,17.37,0.0
0.0,63.14,1.4,16.65,0.0
0.0,65.24,1.42,16.01,0.0
0.0,67.24,1.44,15.43,0.0
0.0,68.9,1.51,14.92,0.0
0.0,70.3,1.63,14.5,0.0
0.0,71.6,1.82,14.15,0.0
0.0,73.03,1.98,13.8,0.0
0.0,74.77,2.04,13.35,0.0
0.0,76.76,2.03,12.84,0.0
0.0,78.66,1.96,12.3,0.0
0.11,78.33,2.02,12.22,0.0
0.72,66.31,3.37,14.87,0.0
1.38,56.79,3.1,17.77,0.0
1.93,45.49,3.17,21.81,0.0
2.28,33.37,4.39,25.75,0.0
2.37,28.81,4.68,27.79,0.0
2.23,27.36,4.75,28.71,0.0
1.86,27.35,4.75,28.86,0.0
1.28,28.83,4.52,28.22,0.0
0.6,35.24,3.24,26.47,0.0
0.06,48.22,1.83,22.09,0.0
0.0,52.93,1.88,19.65,0.0
0.0,55.21,2.03,18.77,0.0
0.0,57.96,2.14,17.94,0.0
0.0,60.7,2.22,17.19,0.0
0.0,63.39,2.26,16.53,0.0
0.0,65.82,2.31,15.94,0.0
0.0,67.87,2.38,15.42,0.0
0.0,69.98,2.39,14.88,0.0
0.0,72.16,2.34,14.3,0.0
0.0,74.36,2.25,13.71,0.0
0.0,76.68,2.11,13.09,0.0
0.0,78.98,1.94,12.49,0.0
0.0,81.22,1.77,11.9,0.0
0.11,81.34,1.74,11.82,0.0
0.73,68.92,3.08,14.58,0.0
1.4,60.28,2.68,17.22,0.0
1.95,45.47,2.77,21.56,0.0
2.31,29.77,4.27,25.56,0.0
2.34,27.69,4.66,26.66,0.0
2.2,26.66,4.77,27.15,0.0
1.82,26.33,4.69,27.15,0.0
1.24,27.49,4.31,26.46,0.0
0.58,33.66,3.07,24.84,0.0
0.06,48.18,1.6,20.56,0.0
0.0,53.34,1.57,18.1,0.0
0.0,55.95,1.58,17.17,0.0
0.0,58.57,1.55,16.32,0.0
0.0,60.92,1.53,15.57,0.0
0.0,62.94,1.54,14.95,0.0
0.0,65.05,1.55,14.37,0.0
0.0,66.81,1.55,13.84,0.0
0.0,68.49,1.51,13.29,0.0
0.0,70.08,1.49,12.77,0.0
0.0,71.81,1.51,12.25,0.0
0.0,73.75,1.52,11.7,0.0
0.0,76.23,1.55,11.13,0.0
0.0,79.35,1.56,10.53,0.0
0.11,80.83,1.71,10.45,0.0
0.72,69.42,3.27,13.3,0.0
1.39,60.73,2.85,16.11,0.0
1.95,40.98,3.48,20.88,0.0
2.3,28.79,3.96,23.82,0.0
2.35,25.56,3.8,25.12,0.0
2.21,24.14,3.6,25.83,0.0
1.83,23.62,3.38,26.02,0.0
1.26,24.46,3.23,25.52,0.0
0.6,32.52,2.19,23.9,0.0
0.06,48.03,1.25,19.5,0.0
0.0,50.84,1.38,17.16,0.0
0.0,53.23,1.47,16.22,0.0
0.0,55.84,1.54,15.45,0.0
0.0,58.66,1.55,14.79,0.0
0.0,61.59,1.52,14.21,0.0
0.0,64.38,1.45,13.67,0.0
0.0,66.97,1.4,13.16,0.0
0.0,69.1,1.38,12.68,0.0
0.0,70.77,1.33,12.22,0.0
0.0,72.65,1.26,11.75,0.0
0.0,74.69,1.21,11.26,0.0
0.0,76.79,1.15,10.8,0.0
0.0,78.89,1.08,10.38,0.0
0.1,79.61,0.99,10.35,0.0
0.69,67.97,1.73,13.18,0.0
1.34,60.28,1.46,15.49,0.0
1.88,44.51,1.44,20.09,0.0
2.22,36.0,1.73,23.1,0.0
2.21,33.52,1.82,24.22,0.0
2.06,31.71,1.79,24.84,0.0
1.67,30.53,1.71,25.0,0.0
1.12,30.43,1.52,24.54,0.0
0.52,36.16,0.99,23.28,0.0
0.05,43.3,0.67,20.92,0.0
0.0,42.3,0.65,19.61,0.0
0.0,44.29,0.59,18.75,0.0
0.0,46.12,0.63,17.98,0.0
0.0,47.53,0.74,17.32,0.0
0.0,49.56,0.82,16.5,0.0
0.0,51.94,0.87,15.74,0.0
0.0,54.54,0.92,15.03,0.0
0.0,57.82,0.96,14.23,0.0
0.0,61.5,0.99,13.41,0.0
0.0,66.01,1.08,12.51,0.0
0.0,72.37,1.15,11.32,0.0
0.0,78.09,1.14,10.38,0.0
0.0,82.04,1.15,9.77,0.0
0.08,82.9,1.15,9.72,0.0
0.55,69.11,2.14,12.9,0.0
1.06,60.3,2.1,15.39,0.0
1.54,47.08,2.14,19.4,0.0
1.84,35.31,2.63,22.77,0.0
1.82,32.56,2.47,23.99,0.0
1.66,31.28,2.19,24.64,0.0
1.31,31.55,1.8,24.51,0.0
0.86,32.66,1.49,24.06,0.0
0.36,37.73,0.99,23.06,0.0
0.04,48.05,0.73,20.92,0.0
0.0,45.92,0.83,19.9,0.0
0.0,46.82,0.86,19.18,0.0
0.0,49.27,0.85,18.12,0.0
0.0,50.02,0.83,17.56,0.0
0.0,48.92,0.76,17.53,0.0
0.0,48.29,0.66,17.37,0.0
0.0,49.12,0.62,16.94,0.0
0.0,52.12,0.7,16.03,0.0
0.0,54.37,0.87,15.32,0.0
0.0,58.81,1.06,14.13,0.0
0.0,64.78,1.17,12.7,0.0
0.0,69.24,1.21,11.67,0.0
0.0,72.16,1.28,11.08,0.0
0.06,73.57,1.35,11.0,0.0
0.37,64.39,2.34,13.92,0.0
0.81,59.09,2.12,16.16,0.0
1.13,46.72,1.63,20.04,0.0
1.63,36.87,1.0,22.92,0.0
1.24,33.98,0.89,23.95,0.0
1.21,32.7,1.66,24.5,0.0
0.93,31.91,2.16,24.57,0.0
0.62,32.58,2.33,24.0,0.0
0.27,40.19,1.68,22.47,0.0
0.03,53.86,1.15,18.69,0.0
0.0,56.24,1.38,16.7,0.0
0.0,57.52,1.59,15.91,0.0
0.0,58.58,1.81,15.2,0.0
0.0,59.87,2.03,14.47,0.0
0.0,61.19,2.19,13.76,0.0
0.0,62.58,2.27,13.08,0.0
0.0,64.04,2.22,12.44,0.0
0.0,65.14,2.0,11.78,0.01
0.0,65.16,1.82,11.2,0.01
0.0,64.69,1.71,10.68,0.01
0.0,64.47,1.68,10.2,0.0
0.0,64.98,1.74,9.78,0.0
0.0,67.46,1.78,9.35,0.0
0.07,70.57,1.81,9.25,0.0
0.55,63.07,3.09,11.85,0.0
1.13,57.64,2.61,14.21,0.0
1.67,47.7,2.56,18.04,0.0
2.03,36.95,3.65,21.37,0.0
1.94,32.13,3.53,22.7,0.0
1.85,28.9,3.49,23.45,0.0
1.51,27.11,3.47,23.65,0.0
1.02,27.04,3.28,23.14,0.0
0.48,33.53,2.21,21.6,0.0
0.05,48.73,1.23,17.31,0.0
0.0,50.86,1.35,15.03,0.0
0.0,52.02,1.42,13.99,0.0
0.0,53.09,1.51,13.05,0.0
0.0,53.73,1.64,12.25,0.0
0.0,54.18,1.77,11.58,0.0
0.0,55.04,1.81,10.91,0.0
0.0,56.43,1.81,10.23,0.0
0.0,57.97,1.83,9.59,0.0
0.0,59.71,1.86,8.98,0.0
0.0,61.79,1.81,8.3,0.0
0.0,64.01,1.73,7.57,0.0
0.0,66.02,1.66,6.91,0.0
0.0,67.78,1.62,6.32,0.0
0.08,67.6,1.68,6.19,0.0
0.64,56.22,3.02,8.75,0.0
1.29,48.5,2.43,11.52,0.0
1.84,35.67,2.15,16.1,0.0
2.21,21.76,2.75,20.47,0.0
2.27,19.6,2.72,21.96,0.0
2.14,18.59,2.63,22.76,0.0
1.76,18.12,2.49,23.01,0.0
1.19,18.65,2.36,22.58,0.0
0.56,28.26,1.43,20.92,0.0
0.06,41.9,1.16,16.65,0.0
0.0,42.21,1.35,14.35,0.0
0.0,44.19,1.4,13.14,0.0
0.0,45.76,1.44,12.13,0.0
0.0,47.22,1.5,11.24,0.0
0.0,48.51,1.56,10.45,0.0
0.0,49.47,1.65,9.76,0.0
0.0,50.08,1.75,9.17,0.0
0.0,50.74,1.81,8.6,0.0
0.0,51.32,1.88,8.09,0.0
0.0,52.6,1.82,7.51,0.0
0.0,54.97,1.64,6.82,0.0
0.0,57.74,1.45,5.89,0.0
0.0,59.77,1.31,5.18,0.0
0.08,60.87,1.18,4.97,0.0
0.62,48.35,2.16,8.01,0.0
1.27,42.02,2.19,10.42,0.0
1.84,35.01,2.33,14.27,0.0
2.21,21.32,2.79,19.16,0.0
2.25,18.33,3.21,21.09,0.0
2.11,17.38,3.42,22.0,0.0
1.73,17.32,3.48,22.28,0.0
1.16,18.65,3.19,21.72,0.0
0.55,31.75,1.61,19.4,0.0
0.06,41.92,1.31,15.08,0.0
0.0,43.28,1.41,13.01,0.0
0.0,45.02,1.44,11.96,0.0
0.0,46.65,1.49,11.0,0.0
0.0,47.75,1.59,10.18,0.0
0.0,48.17,1.74,9.56,0.0
0.0,48.52,1.88,9.03,0.0
0.0,48.92,1.99,8.52,0.0
0.0,50.02,2.03,7.97,0.0
0.0,51.48,2.06,7.41,0.0
0.0,53.15,2.03,6.85,0.0
0.0,54.93,2.02,6.28,0.0
0.0,56.57,2.08,5.77,0.0
0.0,58.03,2.17,5.32,0.0
0.07,58.22,2.36,5.19,0.0
0.58,50.11,3.63,7.42,0.0
1.2,44.16,3.25,10.1,0.0
1.77,37.12,2.99,14.19,0.0
2.14,26.43,3.91,18.7,0.0
2.24,20.13,4.62,21.96,0.0
2.11,18.04,4.69,23.45,0.0
1.73,17.24,4.51,23.77,0.0
1.17,17.76,4.15,23.12,0.0
0.56,25.57,2.55,20.94,0.0
0.06,38.98,1.61,15.72,0.0
0.0,42.1,1.72,13.2,0.0
0.0,43.95,1.82,12.29,0.0
0.0,46.57,1.87,11.5,0.0
0.0,49.35,1.96,10.86,0.0
0.0,52.46,2.01,10.24,0.0
0.0,55.52,2.03,9.57,0.0
0.0,58.13,2.11,8.92,0.0
0.0,60.48,2.18,8.26,0.0
0.0,62.71,2.14,7.55,0.0
0.0,64.8,1.99,6.78,0.0
0.0,67.02,1.85,6.04,0.0
0.0,69.29,1.75,5.38,0.0
0.0,71.5,1.67,4.79,0.0
0.08,72.51,1.69,4.6,0.0
0.64,62.06,2.94,6.97,0.0
1.32,53.95,2.35,9.64,0.0
1.9,42.75,1.91,13.79,0.0
2.28,29.55,2.13,17.99,0.0
2.26,23.85,2.26,20.86,0.0
2.13,20.94,2.36,22.47,0.0
1.76,20.41,2.34,22.97,0.0
1.18,21.71,2.07,22.49,0.0
0.54,38.82,0.94,20.18,0.0
0.06,39.71,1.19,16.93,0.0
0.0,39.09,1.32,15.2,0.0
0.0,40.32,1.31,14.32,0.0
0.0,40.45,1.25,13.82,0.0
0.0,41.14,1.18,13.29,0.0
0.0,42.46,1.16,12.65,0.0
0.0,44.97,1.21,11.7,0.0
0.0,48.57,1.26,10.54,0.0
0.0,51.84,1.27,9.53,0.0
0.0,54.72,1.25,8.69,0.0
0.0,57.62,1.22,7.89,0.0
0.0,60.41,1.2,7.16,0.0
0.0,63.21,1.18,6.54,0.0
0.0,65.11,1.16,6.08,0.0
0.06,65.48,1.12,6.01,0.0
0.52,57.27,1.39,9.02,0.0
1.13,47.83,1.64,11.43,0.0
1.69,40.79,1.25,14.5,0.0
2.09,29.81,1.0,18.41,0.0
2.0,23.51,0.78,21.25,0.0
1.88,22.55,0.91,22.18,0.0
1.52,22.21,1.21,22.46,0.0
1.01,24.18,1.31,21.74,0.0
0.45,39.99,0.78,19.53,0.0
0.05,38.66,1.08,17.11,0.0
0.0,37.81,1.18,15.81,0.0
0.0,38.43,1.16,15.04,0.0
0.0,39.02,1.11,14.5,0.0
0.0,39.16,1.03,14.13,0.0
0.0,40.24,1.03,13.59,0.0
0.0,42.8,1.11,12.72,0.0
0.0,45.96,1.19,11.71,0.0
0.0,49.41,1.23,10.69,0.0
0.0,53.36,1.25,9.65,0.0
0.0,57.47,1.25,8.66,0.0
0.0,60.9,1.23,7.92,0.0
0.0,63.52,1.2,7.52,0.0
0.0,65.09,1.19,7.42,0.0
0.05,65.17,1.14,7.69,0.0
0.46,63.69,0.81,9.74,0.0
1.05,52.11,1.42,12.42,0.0
1.53,46.68,1.1,14.94,0.0
1.93,36.24,0.89,19.05,0.0
1.74,28.77,0.66,22.21,0.0
1.66,27.37,0.97,23.22,0.0
1.33,27.15,1.24,23.57,0.0
0.9,29.73,1.21,23.03,0.0
0.38,43.93,0.75,21.04,0.0
0.05,41.86,1.09,18.78,0.0
0.0,44.38,1.25,17.08,0.0
0.0,48.21,1.33,15.61,0.0
0.0,51.89,1.34,14.24,0.0
0.0,54.83,1.35,13.13,0.0
0.0,57.07,1.35,12.25,0.0
0.0,59.01,1.35,11.47,0.0
0.0,60.57,1.35,10.77,0.0
0.0,61.88,1.36,10.14,0.0
0.0,62.78,1.39,9.58,0.0
0.0,63.23,1.39,9.09,0.0
0.0,63.56,1.32,8.65,0.0
0.0,63.78,1.24,8.3,0.0
0.0,63.85,1.16,8.09,0.0
0.05,63.22,1.1,8.18,0.0
0.38,61.15,0.89,10.1,0.0
0.89,47.8,1.92,12.94,0.0
1.35,42.52,1.72,15.69,0.0
1.69,32.99,1.4,20.18,0.0
1.72,27.79,1.17,23.2,0.0
1.57,26.56,1.2,24.17,0.0
1.25,26.21,1.24,24.44,0.0
0.86,28.27,1.16,23.79,0.0
0.37,42.49,0.73,21.67,0.0
0.04,41.06,1.08,19.05,0.0
0.0,45.14,1.28,16.81,0.0
0.0,49.73,1.33,15.1,0.0
0.0,52.38,1.32,14.01,0.0
0.0,53.92,1.33,13.27,0.0
0.0,55.78,1.33,12.54,0.0
0.0,58.07,1.35,11.78,0.0
0.0,60.05,1.37,11.18,0.0
0.0,61.83,1.36,10.68,0.0
0.0,63.84,1.38,10.17,0.0
0.0,65.65,1.38,9.69,0.0
0.0,67.38,1.37,9.15,0.0
0.0,68.66,1.3,8.63,0.0
0.0,69.59,1.21,8.16,0.0
0.04,69.49,1.14,7.97,0.0
0.38,60.84,1.44,10.45,0.0
0.89,51.13,1.94,12.8,0.0
1.34,44.81,1.87,15.76,0.0
1.69,33.72,1.94,20.37,0.0
1.72,29.7,1.9,22.59,0.0
1.55,28.52,1.82,23.37,0.0
1.24,28.14,1.71,23.61,0.0
0.86,29.0,1.59,23.2,0.0
0.37,42.53,0.84,21.24,0.0
0.05,47.09,1.14,17.76,0.0
0.0,48.91,1.29,15.83,0.0
0.0,51.57,1.3,14.64,0.0
0.0,54.94,1.29,13.38,0.0
0.0,57.41,1.3,12.45,0.0
0.0,59.16,1.28,11.79,0.0
0.0,60.31,1.27,11.32,0.0
0.0,61.31,1.25,11.01,0.0
0.0,62.05,1.22,10.74,0.0
0.0,62.75,1.17,10.48,0.0
0.0,63.67,1.14,10.14,0.0
0.0,65.04,1.12,9.67,0.0
0.0,65.63,1.06,9.36,0.0
0.0,65.19,0.91,9.32,0.0
0.04,64.41,0.64,9.39,0.0
0.36,61.96,0.35,10.81,0.0
0.84,54.65,0.55,12.63,0.0
1.28,47.89,0.64,15.57,0.0
1.62,35.53,1.54,20.27,0.0
1.57,32.28,1.68,21.78,0.0
1.43,31.5,1.42,22.44,0.0
1.19,31.34,1.08,22.69,0.0
0.78,32.47,0.7,22.46,0.0
0.34,39.77,0.31,21.37,0.0
0.05,38.63,0.16,20.14,0.0
0.0,40.1,0.28,19.03,0.0
0.0,41.39,0.38,18.27,0.0
0.0,41.81,0.44,17.64,0.0
0.0,42.53,0.43,17.07,0.0
0.0,44.56,0.58,16.28,0.0
0.0,48.24,0.8,14.98,0.0
0.0,51.05,1.03,14.01,0.0
0.0,55.44,1.17,12.68,0.0
0.0,59.8,1.28,11.44,0.0
0.0,63.86,1.27,10.36,0.0
0.0,67.37,1.24,9.44,0.0
0.0,69.42,1.21,8.91,0.0
0.0,69.75,1.17,8.79,0.0
0.04,67.95,1.03,9.19,0.0
0.37,64.95,0.62,10.87,0.0
0.86,55.07,0.59,13.15,0.0
1.25,48.78,0.33,15.9,0.0
1.58,38.3,0.47,20.02,0.0
1.28,32.72,0.21,22.24,0.0
1.23,30.51,0.31,23.16,0.0
1.0,29.44,0.6,23.58,0.0
0.71,31.22,0.64,23.05,0.0
0.31,38.33,0.38,21.84,0.0
0.04,36.95,0.18,20.66,0.0
0.0,38.29,0.4,19.6,0.0
0.0,39.69,0.71,18.53,0.0
0.0,43.6,0.83,16.96,0.0
0.0,44.19,1.01,16.36,0.0
0.0,46.41,1.19,15.32,0.0
0.0,50.0,1.32,13.92,0.0
0.0,54.32,1.37,12.4,0.0
0.0,57.84,1.38,11.23,0.0
0.0,60.79,1.45,10.45,0.0
0.0,62.88,1.54,9.85,0.0
0.0,65.78,1.54,9.24,0.0
0.0,69.51,1.41,8.61,0.0
0.0,72.88,1.23,8.1,0.0
0.04,73.57,1.1,8.21,0.0
0.43,64.58,0.94,11.0,0.0
0.94,55.07,0.87,13.49,0.0
1.34,46.99,0.82,16.7,0.0
1.69,32.74,0.83,21.66,0.0
1.59,25.57,1.3,24.19,0.0
1.52,24.03,1.7,24.86,0.0
1.35,23.75,2.01,24.94,0.0
0.92,25.36,1.96,24.29,0.0
0.42,42.61,0.9,21.85,0.0
0.05,43.44,1.19,18.75,0.0
0.0,43.21,1.33,17.17,0.0
0.0,45.01,1.34,16.27,0.0
0.0,46.77,1.33,15.47,0.0
0.0,49.17,1.35,14.61,0.0
0.0,51.95,1.36,13.73,0.0
0.0,54.59,1.35,12.94,0.0
0.0,57.47,1.34,12.18,0.0
0.0,60.81,1.34,11.47,0.0
0.0,64.3,1.32,10.83,0.0
0.0,67.9,1.28,10.21,0.0
0.0,71.33,1.25,9.61,0.0
0.0,74.43,1.22,9.09,0.0
0.0,76.11,1.18,8.82,0.0
0.05,76.05,1.12,8.84,0.0
0.44,65.18,1.4,11.65,0.0
0.99,55.7,1.77,14.17,0.0
1.5,47.68,1.47,17.34,0.0
1.87,33.5,1.42,22.15,0.0
1.88,27.73,1.58,24.16,0.0
1.77,25.81,1.65,24.79,0.0
1.44,25.02,1.42,24.89,0.0
1.03,25.82,1.1,24.29,0.0
0.47,36.41,0.5,22.67,0.0
0.06,33.07,0.5,21.06,0.0
0.0,33.67,0.47,19.94,0.0
0.0,35.49,0.42,19.1,0.0
0.0,37.07,0.41,18.28,0.0
0.0,38.3,0.36,17.63,0.0
0.0,39.38,0.25,17.16,0.0
0.0,39.95,0.13,16.73,0.0
0.0,40.33,0.09,16.31,0.0
0.0,41.21,0.3,15.56,0.0
0.0,42.39,0.49,14.88,0.0
0.0,45.7,0.7,13.75,0.0
0.0,50.23,0.97,12.44,0.0
0.0,55.29,1.14,11.19,0.0
0.0,60.52,1.19,10.07,0.0
0.04,64.65,1.16,9.35,0.0
0.41,61.01,1.29,11.44,0.0
0.84,51.09,2.29,14.13,0.0
1.41,43.85,1.97,17.35,0.0
1.71,32.29,2.36,21.6,0.0
1.34,29.63,2.11,23.28,0.0
1.22,29.52,1.81,24.18,0.0
1.02,30.37,1.6,24.51,0.0
0.76,32.19,1.49,24.12,0.0
0.36,45.77,0.78,22.25,0.0
0.04,48.69,1.07,19.35,0.0
0.0,50.45,1.23,17.66,0.0
0.0,52.7,1.27,16.68,0.0
0.0,54.49,1.29,15.91,0.0
0.0,55.74,1.3,15.3,0.0
0.0,56.1,1.27,14.99,0.0
0.0,55.02,1.2,15.21,0.01
0.0,52.29,1.0,15.84,0.01
0.0,51.36,0.61,16.46,0.01
0.0,54.06,0.74,15.99,0.03
0.0,56.89,0.78,15.34,0.25
0.0,60.04,0.66,14.93,0.84
0.0,67.3,0.78,13.84,1.11
0.0,71.04,1.34,13.38,0.85
0.02,73.92,1.9,13.2,0.86
0.13,75.22,2.52,13.48,1.68
0.28,76.56,2.67,13.9,0.6
0.42,75.44,2.96,14.9,0.58
0.39,69.92,3.45,16.76,0.63
0.41,64.7,3.07,18.37,0.74
0.45,64.35,2.23,18.89,0.82
0.43,66.62,2.21,18.83,0.83
0.3,71.58,2.41,18.2,0.81
0.15,78.66,2.19,17.27,1.03
0.02,87.15,1.52,16.17,1.26
0.0,91.76,1.3,15.6,0.91
0.0,92.95,1.14,15.47,0.63
0.0,93.51,0.97,15.37,0.68
0.0,94.74,0.98,15.08,1.2
0.0,96.25,0.98,14.65,1.86
0.0,97.87,0.92,14.14,2.17
0.0,98.7,0.84,13.8,2.12
0.0,98.11,0.71,13.86,2.03
0.0,97.65,0.72,14.01,1.61
0.0,97.52,0.96,14.06,1.01
0.0,97.79,0.94,14.0,0.41
0.0,97.86,0.69,13.96,0.07
0.0,96.84,0.54,14.05,0.01
0.03,94.49,0.27,14.44,0.0
0.28,92.08,0.38,15.17,0.0
0.65,83.9,0.82,17.09,0.0
1.06,73.57,0.87,19.39,0.0
1.36,64.38,0.44,21.45,0.0
1.06,53.7,0.29,23.72,0.0
0.99,45.92,0.7,25.32,0.0
0.77,43.97,0.83,25.65,0.0
0.45,44.6,0.91,25.18,0.0
0.22,51.67,0.59,24.11,0.0
0.03,55.91,0.58,22.07,0.0
0.0,56.31,0.61,20.99,0.0
0.0,57.88,0.65,20.48,0.0
0.0,60.49,0.68,19.76,0.0
0.0,63.3,0.74,19.02,0.0
0.0,67.6,0.77,17.96,0.0
0.0,70.58,0.86,17.24,0.0
0.0,74.19,0.96,16.43,0.0
0.0,78.68,1.01,15.51,0.0
0.0,83.53,1.05,14.58,0.0
0.0,87.06,1.01,13.94,0.0
0.0,89.88,0.99,13.45,0.0
0.0,92.16,0.96,13.02,0.0
0.0,93.09,0.93,12.79,0.0
0.03,92.7,0.88,12.76,0.0
0.29,80.93,1.12,14.9,0.0
0.61,71.55,1.03,16.93,0.0
0.99,58.1,0.56,20.56,0.0
1.28,43.88,1.7,24.72,0.0
1.13,40.05,2.4,25.9,0.0
1.07,37.82,2.85,26.46,0.0
0.87,36.7,3.08,26.53,0.0
0.57,36.81,2.93,26.19,0.0
0.28,44.85,1.59,24.65,0.0
0.04,54.73,1.08,21.04,0.0
0.0,54.59,1.19,19.6,0.0
0.0,53.81,1.19,19.23,0.0
0.0,52.45,1.17,19.08,0.0
0.0,52.11,1.15,18.74,0.0
0.0,53.14,1.18,18.11,0.0
0.0,54.61,1.22,17.44,0.0
0.0,56.66,1.25,16.69,0.0
0.0,59.03,1.25,15.9,0.0
0.0,61.61,1.26,15.09,0.0
0.0,64.1,1.25,14.33,0.0
0.0,66.92,1.2,13.57,0.0
0.0,69.42,1.12,12.94,0.0
0.0,70.07,1.05,12.76,0.0
0.03,68.32,0.9,13.18,0.0
0.35,62.97,1.09,15.26,0.0
0.78,54.67,1.84,17.51,0.0
1.13,47.64,1.81,20.57,0.0
1.44,34.98,1.49,25.51,0.0
1.46,30.42,1.26,27.53,0.0
1.38,29.13,1.27,28.08,0.0
1.11,28.92,1.14,28.04,0.0
0.79,30.02,0.88,27.49,0.0
0.36,40.81,0.47,26.05,0.0
0.05,40.09,0.74,23.92,0.0
0.0,42.26,1.0,22.19,0.0
0.0,45.87,1.16,20.79,0.0
0.0,48.47,1.21,19.74,0.0
0.0,50.05,1.22,19.02,0.0
0.0,51.52,1.21,18.37,0.0
0.0,53.65,1.23,17.56,0.0
0.0,56.58,1.22,16.57,0.0
0.0,59.21,1.25,15.71,0.0
0.0,60.91,1.38,15.33,0.0
0.0,62.27,1.28,15.1,0.09
0.0,63.05,0.88,14.99,0.7
0.0,62.9,0.64,15.35,2.65
0.0,66.27,0.5,15.04,6.45
0.02,75.42,0.89,14.24,9.75
